TransactionID,CustomerID,TransactionTime,TransactionAmount,MerchantCategory,TransactionMode,Location,AccountAgeDays,RiskScore,IsFraud,Hour,DayOfWeek
7816,C000843,58:03.6,66.6,education,online,"Singapore,SG",2569,44.41,0,7,Wednesday
7817,C001761,48:16.6,284,electronics,atm,"Singapore,SG",3236,22.83,0,10,Thursday
7818,C003642,55:35.6,38.97,electronics,online,"London,UK",1029,44.34,0,11,Wednesday
7819,C000192,41:11.6,13.39,fuel,online,"San Francisco,US",1865,22.15,0,10,Sunday
7820,C000396,33:05.6,46.88,digital_services,pos,"Dubai,AE",1625,44.36,0,0,Sunday
7821,C004663,41:32.6,20.12,telecom,online,"London,UK",2226,66.41,0,3,Saturday
7822,C004327,09:35.6,111.43,electronics,pos,"New York,US",1820,0.27,0,12,Monday
7823,C000874,39:44.6,45.71,telecom,online,"Remote,Unknown",27,66.48,0,22,Saturday
7824,C002622,21:48.6,424.84,education,pos,"Dubai,AE",1902,74.8,0,1,Thursday
7825,C004336,08:29.6,220.43,groceries,pos,"Berlin,DE",1711,22.67,0,19,Monday
7826,C000090,43:21.6,45.44,telecom,atm,"San Francisco,US",3233,22.23,0,0,Thursday
7827,C002280,32:56.6,128.86,utilities,online,"New York,US",3187,22.44,0,8,Tuesday
7828,C000457,48:28.6,34.06,electronics,pos,"New York,US",378,0.08,0,7,Sunday
7829,C002281,41:33.6,56.87,groceries,online,"New York,US",97,44.38,0,4,Monday
7830,C004450,58:38.6,35.38,fashion,pos,"Bengaluru,IN",2726,0.08,0,18,Wednesday
7831,C001005,53:40.6,136.97,digital_services,pos,"London,UK",1160,22.46,0,19,Wednesday
7832,C004535,22:29.6,304.78,entertainment,online,"London,UK",388,45,0,20,Monday
7833,C000345,52:28.6,142.36,entertainment,online,"Remote,Unknown",1904,44.6,0,8,Thursday
7834,C002712,05:06.6,165.06,utilities,pos,"New York,US",3051,0.41,0,11,Friday
7835,C004753,59:27.6,165.28,groceries,pos,"Remote,Unknown",164,22.53,0,7,Wednesday
7836,C002463,35:22.6,105.8,travel,online,"Berlin,DE",1899,44.51,0,18,Wednesday
7837,C001117,33:06.6,13.91,telecom,pos,"Mumbai,IN",1439,0.03,0,19,Tuesday
7838,C000626,08:24.6,420.38,entertainment,pos,"Bengaluru,IN",945,30.54,0,7,Wednesday
7839,C004380,24:48.6,475.94,entertainment,pos,"London,UK",681,52.81,1,6,Sunday
7840,C001980,33:31.6,41.24,fashion,online,"Bengaluru,IN",1002,22.22,0,18,Wednesday
7841,C003995,11:33.6,34.99,entertainment,pos,"Bengaluru,IN",1160,0.08,0,22,Saturday
7842,C001679,40:00.6,113.85,education,pos,"Dubai,AE",158,22.4,0,12,Saturday
7843,C000223,10:00.6,105.74,entertainment,pos,"New York,US",2446,0.26,0,18,Monday
7844,C000744,02:39.6,42.85,telecom,pos,"San Francisco,US",813,0.1,0,9,Sunday
7845,C000463,02:06.6,12.18,electronics,online,"San Francisco,US",1763,44.27,0,0,Sunday
7846,C001569,32:33.6,78.79,entertainment,online,"San Francisco,US",1390,44.44,0,5,Friday
7847,C003348,10:12.6,105.82,fashion,online,"Dubai,AE",1326,44.51,0,16,Sunday
7848,C001737,42:29.6,130.45,digital_services,online,"New York,US",3011,22.44,0,21,Sunday
7849,C004040,28:14.6,83.03,fuel,online,"Dubai,AE",2397,66.57,0,1,Friday
7850,C003952,43:17.6,39.44,others,pos,"Sydney,AU",2832,22.22,0,11,Wednesday
7851,C000665,09:35.6,179.97,entertainment,pos,"New York,US",394,22.57,0,1,Friday
7852,C001357,42:57.6,59.09,telecom,online,"Sydney,AU",1348,44.39,0,14,Thursday
7853,C001015,26:48.6,31.25,gaming,online,"New York,US",2996,44.32,0,0,Saturday
7854,C002133,35:32.6,43.96,gaming,online,"Dubai,AE",2098,44.35,0,19,Thursday
7855,C002669,37:41.6,6.72,healthcare,pos,"Mumbai,IN",1348,22.14,0,2,Thursday
7856,C001055,44:54.6,43.87,utilities,pos,"Toronto,CA",1538,22.23,0,10,Wednesday
7857,C001765,59:19.6,124.73,travel,online,"Sydney,AU",843,44.55,0,21,Saturday
7858,C004459,50:08.6,82.08,healthcare,pos,"San Francisco,US",1487,0.2,0,7,Wednesday
7859,C002870,16:39.6,338.59,gaming,online,"Bengaluru,IN",3147,22.97,0,20,Thursday
7860,C001413,12:03.6,39.82,electronics,online,"Sydney,AU",1783,44.34,0,21,Friday
7861,C000668,02:21.6,97.98,restaurants,online,"Toronto,CA",2549,44.49,0,13,Monday
7862,C003371,53:47.6,141.36,fashion,pos,"Singapore,SG",1751,22.47,0,8,Saturday
7863,C001395,50:05.6,908.17,utilities,online,"New York,US",2790,53.89,0,16,Tuesday
7864,C000099,55:36.6,64.96,fuel,online,"Sydney,AU",1778,66.53,0,4,Monday
7865,C004071,59:19.6,15.6,restaurants,online,"New York,US",2014,44.28,0,3,Friday
7866,C000422,18:00.6,151.04,healthcare,online,"Toronto,CA",2236,44.62,0,10,Saturday
7867,C003651,38:09.6,512.28,telecom,pos,"Sydney,AU",946,52.9,0,20,Monday
7868,C004158,28:10.6,37.07,digital_services,online,"Bengaluru,IN",2177,22.21,0,14,Tuesday
7869,C001133,56:52.6,149.8,utilities,pos,"Dubai,AE",3565,22.49,0,17,Thursday
7870,C001703,00:02.6,238.52,healthcare,online,"Remote,Unknown",2145,44.84,0,19,Thursday
7871,C003621,04:06.6,185.02,gaming,online,"Bengaluru,IN",365,22.58,0,9,Friday
7872,C003191,12:44.6,63.48,healthcare,online,"Bengaluru,IN",2549,22.28,0,7,Friday
7873,C000598,17:56.6,23.61,digital_services,online,"Berlin,DE",1189,44.3,0,13,Saturday
7874,C000392,26:59.6,49.52,utilities,online,"San Francisco,US",919,22.24,0,16,Tuesday
7875,C001076,14:46.6,94.66,electronics,online,"Bengaluru,IN",2225,44.48,0,1,Tuesday
7876,C002651,03:59.6,162.37,education,pos,"Bengaluru,IN",3056,0.4,0,15,Wednesday
7877,C002385,41:51.6,81.51,digital_services,pos,"Sydney,AU",629,22.32,0,17,Tuesday
7878,C000810,20:04.6,34.61,electronics,pos,"San Francisco,US",1746,0.08,0,16,Saturday
7879,C003310,34:16.6,106.32,telecom,online,"Sydney,AU",970,44.51,0,11,Saturday
7880,C003739,05:48.6,153.25,gaming,pos,"Dubai,AE",273,22.5,0,14,Tuesday
7881,C001160,00:34.6,86.1,travel,online,"Remote,Unknown",3399,44.46,0,6,Friday
7882,C001532,43:11.6,20.02,restaurants,pos,"San Francisco,US",2447,22.17,0,4,Friday
7883,C004977,58:01.6,43.92,travel,atm,"Toronto,CA",1587,44.35,0,1,Sunday
7884,C002683,19:01.6,170.27,telecom,pos,"Toronto,CA",2459,22.54,0,10,Wednesday
7885,C000254,54:01.6,10.39,digital_services,online,"Berlin,DE",2825,44.27,0,6,Saturday
7886,C003549,54:59.6,4.43,fashion,online,"Dubai,AE",1088,44.25,0,11,Sunday
7887,C003186,49:40.6,333.52,travel,online,"London,UK",3519,67.2,1,0,Thursday
7888,C001232,36:55.6,100.86,fashion,online,"Singapore,SG",2389,66.62,0,0,Thursday
7889,C002424,32:55.6,113.08,fashion,online,"Sydney,AU",1253,44.52,0,8,Monday
7890,C003576,42:00.6,15,digital_services,online,"Sydney,AU",505,44.28,0,18,Sunday
7891,C004262,11:22.6,132.29,gaming,online,"Mumbai,IN",861,22.45,0,10,Saturday
7892,C001574,01:45.6,75.97,fuel,online,"Mumbai,IN",2785,44.43,0,5,Friday
7893,C002909,41:45.6,8.16,entertainment,online,"London,UK",629,44.26,1,13,Sunday
7894,C004713,12:15.6,301.61,healthcare,pos,"London,UK",250,22.87,0,15,Monday
7895,C001626,59:06.6,66.05,travel,online,"San Francisco,US",3142,44.41,0,3,Thursday
7896,C003999,18:24.6,33.94,groceries,online,"London,UK",512,66.45,0,3,Saturday
7897,C003884,23:54.6,34.69,education,pos,"New York,US",345,0.08,0,15,Wednesday
7898,C003516,46:11.6,4.86,travel,pos,"Remote,Unknown",547,22.13,0,20,Sunday
7899,C003404,53:08.6,111.27,fuel,online,"Singapore,SG",3345,66.64,0,0,Monday
7900,C004599,15:39.6,74.76,restaurants,pos,"Remote,Unknown",556,22.31,0,8,Tuesday
7901,C004681,38:39.6,43.25,education,online,"Singapore,SG",987,44.35,0,6,Wednesday
7902,C001959,12:17.6,253.2,education,online,"New York,US",2920,22.75,0,15,Wednesday
7903,C004010,03:57.6,10.37,fuel,online,"Mumbai,IN",3417,22.14,0,7,Wednesday
7904,C002736,13:31.6,26.68,telecom,online,"Sydney,AU",460,44.31,0,10,Friday
7905,C004492,31:46.6,19.69,entertainment,pos,"Remote,Unknown",1131,22.17,0,9,Monday
7906,C003175,21:28.6,39.07,digital_services,online,"Toronto,CA",2934,66.46,0,1,Monday
7907,C000402,01:56.6,59.2,healthcare,online,"Mumbai,IN",2789,44.39,0,2,Sunday
7908,C000975,55:55.6,91.47,education,atm,"Berlin,DE",2812,22.35,0,9,Wednesday
7909,C000224,35:19.6,36,fuel,online,"Berlin,DE",2536,44.33,0,23,Friday
7910,C004614,43:41.6,19.05,travel,pos,"Berlin,DE",3116,44.29,0,5,Tuesday
7911,C000236,16:38.6,412.9,restaurants,online,"London,UK",2550,74.77,0,16,Friday
7912,C003499,42:24.6,986.31,fuel,online,"Berlin,DE",1449,76.21,0,20,Saturday
7913,C004212,44:08.6,64.84,groceries,online,"Berlin,DE",921,44.4,0,19,Friday
7914,C003235,46:22.6,22.02,gaming,pos,"Dubai,AE",2097,44.3,0,3,Friday
7915,C000226,06:10.6,320.71,restaurants,pos,"Berlin,DE",60,22.92,0,17,Monday
7916,C002278,35:51.6,9.62,fashion,online,"Sydney,AU",3330,44.27,0,6,Saturday
7917,C004278,58:30.6,36.54,digital_services,online,"Remote,Unknown",577,44.33,0,19,Saturday
7918,C001342,25:48.6,23.68,utilities,atm,"Berlin,DE",3186,22.18,0,16,Friday
7919,C004037,53:02.6,13.58,electronics,pos,"Mumbai,IN",1795,0.03,0,9,Thursday
7920,C000210,56:20.6,39.02,education,pos,"Singapore,SG",349,44.34,0,1,Friday
7921,C003728,39:51.6,19.36,telecom,pos,"Berlin,DE",2446,22.17,0,15,Sunday
7922,C003929,41:46.6,55.43,healthcare,pos,"Remote,Unknown",1965,22.26,0,18,Friday
7923,C004990,40:38.6,56.41,digital_services,online,"Toronto,CA",674,44.38,0,7,Wednesday
7924,C002804,55:55.6,25.9,entertainment,pos,"Bengaluru,IN",1494,0.06,0,12,Saturday
7925,C001110,15:51.6,35,telecom,pos,"New York,US",676,0.08,0,6,Wednesday
7926,C002027,14:30.6,41.39,digital_services,pos,"Berlin,DE",2063,22.22,0,6,Wednesday
7927,C000394,02:28.6,144.29,travel,online,"Toronto,CA",2597,44.6,0,6,Thursday
7928,C000844,56:38.6,45.69,digital_services,pos,"Sydney,AU",138,22.23,0,21,Thursday
7929,C001525,58:17.6,146.88,digital_services,pos,"San Francisco,US",3337,0.36,0,6,Wednesday
7930,C000604,47:42.6,110.27,gaming,pos,"Mumbai,IN",818,0.27,0,10,Tuesday
7931,C000582,51:50.6,108.4,electronics,pos,"Sydney,AU",2979,22.39,0,22,Monday
7932,C001940,40:41.6,288.71,utilities,pos,"Remote,Unknown",1582,22.84,0,13,Thursday
7933,C000133,30:32.6,14.25,restaurants,pos,"Toronto,CA",2666,22.15,0,14,Thursday
7934,C002839,11:04.6,30.94,telecom,online,"Sydney,AU",81,44.32,0,17,Thursday
7935,C003386,00:40.6,453.03,others,online,"Dubai,AE",303,74.87,0,16,Sunday
7936,C003771,50:02.6,40.09,education,pos,"New York,US",1298,0.1,0,16,Wednesday
7937,C002269,28:07.6,1.86,electronics,pos,"Mumbai,IN",3185,0,0,8,Thursday
7938,C000976,18:33.6,42.8,travel,online,"Remote,Unknown",3070,44.35,0,23,Friday
7939,C001814,32:08.6,64.2,travel,pos,"Sydney,AU",2457,22.28,0,23,Friday
7940,C003264,28:28.6,2.36,entertainment,online,"New York,US",1955,22.12,0,16,Wednesday
7941,C001544,11:44.6,270.62,fashion,online,"Singapore,SG",2768,44.92,0,16,Sunday
7942,C002836,39:18.6,23.19,gaming,pos,"Bengaluru,IN",1843,0.05,0,14,Saturday
7943,C002739,04:54.6,80.99,education,pos,"Singapore,SG",2413,22.32,0,10,Friday
7944,C001358,11:04.6,41.63,restaurants,pos,"Bengaluru,IN",3063,0.1,0,19,Sunday
7945,C004135,08:02.6,11.63,travel,pos,"Sydney,AU",2289,22.15,0,18,Monday
7946,C001317,11:12.6,15.11,education,online,"Berlin,DE",2137,44.28,0,17,Saturday
7947,C000162,02:23.6,17.78,electronics,online,"Dubai,AE",1296,66.41,0,5,Sunday
7948,C001910,15:30.6,200.9,education,pos,"Dubai,AE",3327,22.62,0,14,Tuesday
7949,C001128,36:21.6,45.74,travel,pos,"Sydney,AU",1513,22.23,0,19,Thursday
7950,C003871,34:55.6,29.19,digital_services,online,"New York,US",245,44.31,0,3,Monday
7951,C001659,51:24.6,17.79,fashion,pos,"Toronto,CA",1804,22.16,0,20,Sunday
7952,C003126,39:17.6,229.38,travel,pos,"Remote,Unknown",3171,22.69,0,19,Tuesday
7953,C001964,32:52.6,316.41,others,pos,"Toronto,CA",2619,22.91,0,10,Sunday
7954,C002290,22:59.6,226.26,digital_services,pos,"Berlin,DE",1097,22.68,0,20,Wednesday
7955,C000967,59:22.6,98.59,entertainment,online,"Toronto,CA",2672,44.49,0,6,Thursday
7956,C000890,50:19.6,77.31,travel,online,"Berlin,DE",3360,66.56,0,1,Saturday
7957,C003062,00:54.6,12.69,others,pos,"Berlin,DE",3001,22.15,0,12,Saturday
7958,C003630,39:49.6,40.65,fashion,pos,"Bengaluru,IN",211,0.1,0,10,Wednesday
7959,C003190,52:23.6,24.03,electronics,online,"Mumbai,IN",534,22.18,0,8,Thursday
7960,C002749,00:16.6,6.11,entertainment,pos,"Mumbai,IN",941,22.13,0,2,Wednesday
7961,C001667,14:44.6,194.12,others,pos,"San Francisco,US",3155,0.48,0,15,Wednesday
7962,C003067,26:12.6,23.69,gaming,online,"Bengaluru,IN",1266,44.3,0,3,Thursday
7963,C001442,01:00.6,229.32,telecom,pos,"Toronto,CA",12,44.82,0,16,Tuesday
7964,C001068,50:17.6,157.29,others,online,"Singapore,SG",2002,44.63,0,12,Thursday
7965,C004224,34:49.6,106.49,fuel,online,"Mumbai,IN",517,22.39,0,10,Friday
7966,C002924,39:17.6,113.92,gaming,pos,"Sydney,AU",794,22.4,0,23,Tuesday
7967,C004254,14:24.6,26.09,restaurants,online,"Toronto,CA",3188,44.31,0,23,Friday
7968,C003857,51:37.6,507.46,education,online,"New York,US",347,52.89,0,23,Wednesday
7969,C000827,57:15.6,57.5,telecom,pos,"New York,US",2068,22.26,0,4,Thursday
7970,C004608,37:44.6,78.44,digital_services,pos,"Toronto,CA",1725,22.31,0,21,Saturday
7971,C003986,17:18.6,25.06,entertainment,pos,"Toronto,CA",2184,22.18,0,11,Sunday
7972,C002093,54:52.6,17.86,education,online,"Singapore,SG",446,44.29,0,10,Monday
7973,C003180,13:20.6,96.81,fashion,online,"Mumbai,IN",3510,22.36,0,18,Tuesday
7974,C004539,27:48.6,70.88,gaming,pos,"Bengaluru,IN",1872,22.3,0,0,Tuesday
7975,C003902,43:25.6,21.17,entertainment,online,"Singapore,SG",3642,44.29,0,17,Sunday
7976,C002363,15:35.6,9.72,restaurants,pos,"Toronto,CA",1986,22.14,0,21,Friday
7977,C002225,21:33.6,11.89,fuel,online,"Sydney,AU",173,44.27,0,23,Sunday
7978,C001727,14:37.6,229.38,digital_services,pos,"Sydney,AU",2753,44.82,0,1,Monday
7979,C002007,46:43.6,26.16,fashion,online,"New York,US",2565,22.18,0,11,Sunday
7980,C000267,39:41.6,36.35,restaurants,online,"Berlin,DE",159,44.33,0,7,Thursday
7981,C000838,29:26.6,311.19,digital_services,atm,"Berlin,DE",1815,22.9,0,20,Thursday
7982,C004585,34:03.6,14.2,electronics,atm,"London,UK",1429,22.15,0,23,Wednesday
7983,C004798,52:08.6,22.82,digital_services,online,"Remote,Unknown",2560,66.42,0,5,Monday
7984,C000687,56:43.6,21.7,education,pos,"New York,US",1676,0.05,0,9,Wednesday
7985,C003362,42:48.6,380.57,restaurants,pos,"Mumbai,IN",4,23.07,0,20,Friday
7986,C000357,33:05.6,597.09,education,online,"Bengaluru,IN",2853,53.11,0,15,Monday
7987,C003816,59:45.6,134.54,gaming,online,"Dubai,AE",1611,44.58,0,17,Friday
7988,C000872,00:13.6,139.78,gaming,online,"Singapore,SG",2794,44.59,0,11,Sunday
7989,C001974,46:56.6,27.21,groceries,pos,"London,UK",2152,22.19,0,13,Thursday
7990,C004648,15:53.6,564.98,groceries,pos,"San Francisco,US",2421,30.91,0,7,Sunday
7991,C001811,34:32.6,75.28,gaming,atm,"Mumbai,IN",1673,22.31,0,4,Thursday
7992,C004419,49:33.6,151.98,entertainment,pos,"New York,US",282,22.5,0,4,Monday
7993,C002642,00:51.6,48.1,travel,pos,"Berlin,DE",2791,22.24,0,7,Wednesday
7994,C002229,31:28.6,39.58,electronics,pos,"Sydney,AU",2331,22.22,0,12,Wednesday
7995,C003392,21:42.6,401.68,digital_services,pos,"Bengaluru,IN",1501,30.5,0,6,Monday
7996,C004179,51:39.6,104.34,restaurants,online,"San Francisco,US",235,44.5,0,1,Wednesday
7997,C002351,31:12.6,311.58,utilities,online,"Bengaluru,IN",1726,22.9,0,23,Monday
7998,C004358,07:18.6,74.17,others,pos,"Dubai,AE",3250,22.3,0,15,Tuesday
7999,C004880,22:46.6,19.73,electronics,pos,"Bengaluru,IN",338,0.05,0,15,Saturday
8000,C002740,52:27.6,27.11,groceries,online,"London,UK",3574,44.31,0,20,Thursday
8001,C002731,22:29.6,61.78,fuel,pos,"Mumbai,IN",1246,0.15,0,6,Saturday
8002,C001319,02:10.6,25.74,utilities,atm,"Toronto,CA",456,22.18,0,19,Tuesday
8003,C001536,26:04.6,14.46,travel,pos,"Singapore,SG",2773,22.15,0,9,Sunday
8004,C004785,44:23.6,230.83,digital_services,pos,"Toronto,CA",1919,22.7,0,16,Monday
8005,C002444,17:56.6,28.39,utilities,pos,"Singapore,SG",1383,22.19,0,16,Thursday
8006,C001773,09:20.6,64.45,restaurants,online,"Dubai,AE",410,44.4,0,21,Friday
8007,C003210,08:21.6,77.89,telecom,online,"Bengaluru,IN",1629,22.31,0,7,Saturday
8008,C004935,00:51.6,26.96,others,pos,"London,UK",1989,22.19,0,23,Tuesday
8009,C000878,04:21.6,311.36,others,pos,"Singapore,SG",558,22.9,0,10,Sunday
8010,C002871,17:52.6,14.29,others,online,"Berlin,DE",462,66.4,0,1,Friday
8011,C003201,23:51.6,74.74,fashion,pos,"Toronto,CA",191,44.43,0,0,Thursday
8012,C004145,07:54.6,73.36,fashion,online,"Mumbai,IN",2019,22.3,0,9,Thursday
8013,C003748,42:46.6,51.16,education,pos,"Sydney,AU",1862,22.25,0,17,Friday
8014,C002837,31:31.6,11.52,entertainment,pos,"Remote,Unknown",1169,44.27,0,2,Friday
8015,C000293,08:20.6,155.24,gaming,online,"Dubai,AE",1368,44.63,0,18,Saturday
8016,C001652,20:02.6,133.25,telecom,online,"Remote,Unknown",1600,44.57,0,22,Friday
8017,C004632,06:49.6,24.27,utilities,atm,"Bengaluru,IN",157,0.06,0,10,Saturday
8018,C004407,29:14.6,127.61,groceries,online,"Toronto,CA",3380,44.56,0,7,Friday
8019,C000537,56:36.6,85.62,entertainment,online,"New York,US",894,22.33,0,19,Monday
8020,C002687,36:57.6,11.74,telecom,pos,"London,UK",862,22.15,0,12,Monday
8021,C000234,12:56.6,19.6,fashion,online,"Bengaluru,IN",3200,44.29,0,5,Friday
8022,C002653,22:01.6,213.99,travel,pos,"London,UK",1048,22.65,0,22,Sunday
8023,C002375,48:18.6,79.15,utilities,online,"Berlin,DE",931,66.56,0,0,Wednesday
8024,C002273,22:41.6,27.74,travel,pos,"New York,US",3197,0.07,0,15,Saturday
8025,C000967,06:19.6,19.49,travel,online,"Sydney,AU",3247,44.29,0,12,Monday
8026,C000890,29:55.6,29.42,utilities,pos,"Remote,Unknown",1125,44.31,0,5,Sunday
8027,C003864,07:50.6,32.03,groceries,pos,"Mumbai,IN",2099,22.2,0,4,Tuesday
8028,C003401,03:15.6,19.78,utilities,online,"Singapore,SG",1282,66.41,0,5,Sunday
8029,C000035,26:00.6,6.75,healthcare,atm,"Singapore,SG",661,22.14,0,9,Wednesday
8030,C004543,07:08.6,214.44,education,online,"Toronto,CA",1192,44.78,0,20,Tuesday
8031,C003524,48:37.6,175,groceries,pos,"Remote,Unknown",1129,22.56,0,19,Saturday
8032,C001764,55:01.6,11.85,others,atm,"Remote,Unknown",2083,44.27,0,1,Tuesday
8033,C003292,06:23.6,64.3,healthcare,pos,"Singapore,SG",2476,22.28,0,7,Sunday
8034,C002489,54:52.6,18.49,digital_services,pos,"Sydney,AU",339,22.16,0,23,Friday
8035,C002701,02:41.6,39.89,healthcare,online,"Bengaluru,IN",720,44.34,0,4,Saturday
8036,C001559,00:19.6,36.1,fashion,online,"Dubai,AE",1177,66.45,0,2,Tuesday
8037,C004691,46:14.6,32.67,telecom,online,"Bengaluru,IN",506,44.32,0,3,Saturday
8038,C002277,40:54.6,603.98,restaurants,atm,"Dubai,AE",2128,75.25,0,4,Monday
8039,C004007,19:58.6,32.19,education,atm,"Sydney,AU",3103,22.2,0,21,Saturday
8040,C004440,35:05.6,20.7,utilities,online,"Bengaluru,IN",225,44.29,0,5,Thursday
8041,C001104,31:08.6,21.87,healthcare,online,"Bengaluru,IN",1233,44.3,0,1,Tuesday
8042,C001420,36:20.6,191.05,entertainment,online,"Dubai,AE",180,44.72,0,7,Wednesday
8043,C001479,25:44.6,7.52,telecom,online,"Mumbai,IN",419,22.14,0,9,Monday
8044,C003915,41:33.6,21.86,gaming,online,"Mumbai,IN",3569,44.3,0,2,Monday
8045,C003743,05:48.6,309.88,others,pos,"Remote,Unknown",1329,22.89,0,23,Friday
8046,C002957,43:54.6,73.17,healthcare,pos,"Bengaluru,IN",656,0.18,0,20,Tuesday
8047,C001383,10:51.6,68.74,utilities,pos,"San Francisco,US",742,0.17,0,8,Wednesday
8048,C002575,49:17.6,705.27,entertainment,pos,"Mumbai,IN",314,31.26,0,23,Sunday
8049,C003385,44:21.6,73.38,electronics,pos,"Remote,Unknown",1358,22.3,0,13,Monday
8050,C001570,02:04.6,23.34,entertainment,pos,"San Francisco,US",3136,0.05,0,6,Saturday
8051,C001895,19:19.6,38.92,entertainment,pos,"Remote,Unknown",308,22.22,0,6,Wednesday
8052,C002244,42:35.6,13.98,groceries,online,"Berlin,DE",2088,44.28,0,21,Thursday
8053,C001867,02:36.6,246.44,gaming,online,"Mumbai,IN",1267,44.86,0,0,Monday
8054,C000029,27:41.6,108.8,healthcare,pos,"San Francisco,US",2409,0.27,0,16,Friday
8055,C000706,48:02.6,210.46,healthcare,atm,"Toronto,CA",1269,22.65,0,21,Tuesday
8056,C001021,47:02.6,234.06,fuel,pos,"Sydney,AU",3029,22.7,0,9,Thursday
8057,C002064,56:16.6,33.21,entertainment,atm,"London,UK",3217,22.2,0,13,Monday
8058,C001447,22:46.6,17.57,gaming,online,"Toronto,CA",2948,44.29,0,16,Thursday
8059,C003665,24:05.6,51.31,education,pos,"London,UK",3640,22.25,0,19,Sunday
8060,C002988,15:55.6,19.16,telecom,pos,"London,UK",1054,22.17,0,17,Saturday
8061,C003603,21:13.6,66.55,restaurants,pos,"Remote,Unknown",1644,22.29,0,7,Saturday
8062,C003686,57:54.6,212.41,groceries,atm,"Remote,Unknown",2029,22.65,0,11,Sunday
8063,C003369,50:06.6,44.62,groceries,pos,"Bengaluru,IN",930,0.11,0,7,Sunday
8064,C003582,08:31.6,65.37,groceries,online,"Mumbai,IN",2774,22.28,0,7,Sunday
8065,C002763,35:00.6,48.78,healthcare,online,"Dubai,AE",3500,44.36,0,9,Friday
8066,C004038,32:14.6,143.06,telecom,pos,"Toronto,CA",2026,22.48,0,17,Tuesday
8067,C000573,34:40.6,24.5,education,atm,"Bengaluru,IN",2781,0.06,0,22,Sunday
8068,C004089,23:14.6,3.91,fuel,online,"Singapore,SG",1406,66.37,0,3,Saturday
8069,C000615,58:37.6,96.07,travel,pos,"London,UK",2031,22.36,0,10,Thursday
8070,C004051,26:55.6,178.65,telecom,pos,"Singapore,SG",3525,22.57,0,20,Monday
8071,C000326,26:40.6,93.28,utilities,online,"Sydney,AU",3009,44.47,0,9,Friday
8072,C003741,35:09.6,25.32,electronics,online,"Sydney,AU",2664,44.3,0,19,Wednesday
8073,C000359,36:47.6,13.99,electronics,online,"Dubai,AE",1205,44.28,0,23,Monday
8074,C003778,48:21.6,98.83,utilities,online,"Berlin,DE",2009,44.49,0,12,Friday
8075,C002372,14:57.6,64.7,others,online,"London,UK",498,66.53,0,1,Monday
8076,C001722,12:23.6,46.95,groceries,online,"Remote,Unknown",1663,44.36,0,8,Friday
8077,C001350,29:33.6,486.36,digital_services,online,"San Francisco,US",2246,52.83,0,12,Friday
8078,C003697,50:49.6,17.53,telecom,pos,"Sydney,AU",3415,44.29,0,0,Tuesday
8079,C003897,20:28.6,459.46,utilities,pos,"London,UK",33,52.77,0,10,Saturday
8080,C004261,08:19.6,56.72,travel,pos,"Sydney,AU",2382,22.26,0,9,Friday
8081,C001597,29:56.6,6.03,travel,pos,"Berlin,DE",2282,22.13,0,11,Wednesday
8082,C001628,47:39.6,44.03,entertainment,atm,"Sydney,AU",3620,22.23,0,6,Wednesday
8083,C002503,04:27.6,172.67,gaming,pos,"New York,US",530,0.43,0,15,Friday
8084,C003809,18:56.6,35.23,telecom,atm,"Toronto,CA",887,44.33,0,2,Friday
8085,C000193,26:20.6,9.3,entertainment,online,"Toronto,CA",819,44.26,0,20,Friday
8086,C002675,36:07.6,44.82,entertainment,pos,"Mumbai,IN",3001,22.23,0,5,Thursday
8087,C003846,46:10.6,19.52,entertainment,pos,"London,UK",2792,22.17,0,16,Sunday
8088,C002578,02:39.6,98.51,digital_services,online,"Singapore,SG",428,44.49,0,15,Saturday
8089,C000092,15:53.6,138.11,digital_services,online,"Sydney,AU",1290,44.59,0,21,Monday
8090,C004235,48:48.6,15.37,fuel,pos,"Singapore,SG",1005,22.16,0,6,Sunday
8091,C000481,08:03.6,23.41,electronics,online,"Mumbai,IN",1319,44.3,0,3,Sunday
8092,C002917,45:47.6,135.36,healthcare,online,"Singapore,SG",1464,44.58,0,19,Monday
8093,C004436,48:14.6,19.48,digital_services,pos,"New York,US",1585,0.04,0,19,Monday
8094,C001076,37:08.6,14.9,fashion,pos,"London,UK",570,22.16,0,23,Tuesday
8095,C002514,56:35.6,13.27,travel,atm,"Toronto,CA",3404,22.15,0,19,Tuesday
8096,C000799,06:23.6,83.3,education,pos,"San Francisco,US",151,0.2,0,8,Tuesday
8097,C004571,15:41.6,79.12,healthcare,pos,"Mumbai,IN",1671,0.19,0,10,Saturday
8098,C003950,36:43.6,24.03,travel,online,"Toronto,CA",3373,44.3,0,23,Wednesday
8099,C000605,30:26.6,54.93,entertainment,pos,"Mumbai,IN",878,0.13,0,12,Tuesday
8100,C002980,15:39.6,341.23,digital_services,online,"Sydney,AU",345,45.1,0,10,Thursday
8101,C004917,37:34.6,16.96,healthcare,pos,"Berlin,DE",3383,22.16,0,16,Monday
8102,C000598,58:48.6,5.25,groceries,online,"Singapore,SG",1660,66.38,1,4,Tuesday
8103,C001533,59:08.6,94.26,gaming,pos,"London,UK",3255,22.35,0,23,Saturday
8104,C000514,18:32.6,47.82,fuel,online,"Dubai,AE",934,44.36,0,6,Saturday
8105,C001878,40:17.6,23.29,fashion,pos,"Singapore,SG",3219,22.18,0,22,Monday
